employer,total_approvals,total_denials,years_active,latest_year,state,city,sponsor_score,total_petitions,approval_rate
CALIBRE CPA GROUP PLLC,7,1,4,2022,MD,BETHESDA,72.5,8,0.875
PROVIDENCE HEALTH & SVCS OREGON,13,0,1,2020,WA,RENTON,72.5,13,1.0
BIGGS CARDOSA ASSOCIATES INC,5,0,2,2023,CA,SAN JOSE,72.5,5,1.0
LULA TECHNOLOGIES INC,5,0,2,2023,FL,MIAMI,72.5,5,1.0
EUCLIDES TECHNOLOGIES INC,5,0,2,2023,NY,NEW YORK,72.5,5,1.0
TEST RITE PRODUCTS CORP,5,0,2,2022,CA,ONTARIO,72.5,5,1.0
SOFTEQ DEVELOPMENT CORPORATION,5,0,2,2023,TX,HOUSTON,72.5,5,1.0
MED DATA QUEST INC,5,0,2,2020,CA,LA JOLLA,72.5,5,1.0
YOUVISIT LLC,5,0,2,2020,NY,NEW YORK,72.5,5,1.0
BILFINGER WESTCON INC,5,0,2,2020,ND,BISMARCK,72.5,5,1.0
GEORGIA DEPT OF NATURAL RESOURCES,5,0,2,2022,GA,ATLANTA,72.5,5,1.0
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,5,0,2,2023,NM,ALBUQUERQUE,72.5,5,1.0
ACEINTEGRATOR INC,5,0,2,2023,VA,CHANTILLY,72.5,5,1.0
THE REINALT THOMAS CORPORATION DBA DISCOUNT TIRE / AMERICA S TIRE,13,0,1,2023,AZ,SCOTTSDALE,72.5,13,1.0
KESPRY INC,5,0,2,2021,CA,MENLO PARK,72.5,5,1.0
SPRINGFIELD ANESTHESIA SERVICE INC,5,0,2,2023,MA,WEST SPRINGFIELD,72.5,5,1.0
4I APPS SOLUTIONS LLC,5,0,2,2021,MD,GERMANTOWN,72.5,5,1.0
4D MOLECULAR THERAPEUTICS INC,5,0,2,2023,CA,EMERYVILLE,72.5,5,1.0
RE SPEC INC,5,0,2,2022,SD,RAPID CITY,72.5,5,1.0
4C PHARMA SOLUTIONS LLC,5,0,2,2021,NJ,PISCATAWAY,72.5,5,1.0
SRG GLOBAL TRIM LLC,5,0,2,2021,MI,TROY,72.5,5,1.0
REAL FOUNDATION INC DBA REALFOUNDA,5,0,2,2021,TX,DALLAS,72.5,5,1.0
BLUE OCEAN INTERNATIONAL BANK LLC,5,0,2,2021,PR,SAN JUAN,72.5,5,1.0
SOLUTELIA LLC,10,1,3,2021,CO,AURORA,72.5,11,0.909
CANCER TREATMENT CTRS OF AMERICA S,5,0,2,2020,AZ,GOODYEAR,72.5,5,1.0
4 AI SOFT LLC,5,0,2,2022,CA,CYPRESS,72.5,5,1.0
3KEY CONSULTING INC,15,1,2,2022,CA,SIMI VALLEY,72.5,16,0.938
SR INTERNATIONAL ROCK CORP,5,0,2,2021,NJ,EAST BRUNSWICK,72.5,5,1.0
RECTORSEAL LLC,5,0,2,2022,TX,HOUSTON,72.5,5,1.0
UPKARA INC,5,0,2,2023,MI,ANN ARBOR,72.5,5,1.0
FOCUSED HR SOLUTIONS LLC,7,1,4,2023,AZ,SCOTTSDALE,72.5,8,0.875
RESEARCH HORIZONS LLC DBA PHOENIX MARKETING INTERNATIONAL A MARKETCAST COMPANY,5,0,2,2023,NY,RHINEBECK,72.5,5,1.0
FONG & CHAN ARCHITECTS INC,5,0,2,2021,CA,SAN FRANCISCO,72.5,5,1.0
RC CONSTRUCTION CO INC,5,0,2,2023,MS,GREENWOOD,72.5,5,1.0
MEDIXSOFT INC,5,0,2,2022,TX,LEWISVILLE,72.5,5,1.0
LORD AECK SARGENT PLANNING & DESIG,5,0,2,2022,GA,ATLANTA,72.5,5,1.0
RESONANCE IT SOLUTIONS LLC,5,0,2,2023,MN,MEDINA,72.5,5,1.0
THE EMMES CORPORATION,13,0,1,2019,MD,ROCKVILLE,72.5,13,1.0
CARDIOVASCULAR INSTITUTE OF THE SO,10,1,3,2021,LA,HOUMA,72.5,11,0.909
ZOHO CORPORATION,5,0,2,2023,CA,PLEASANTON,72.5,5,1.0
VISTA EQUITY PARTNERS MANAGEMENT LLC,5,0,2,2023,TX,AUSTIN,72.5,5,1.0
KELLY MITCHELL GROUP INC,5,0,2,2020,MO,SAINT LOUIS,72.5,5,1.0
UNIVERSITY RADIOLOGY ASSOCIATES LL,5,0,2,2022,NY,SYRACUSE,72.5,5,1.0
LOGIC20 20 INC,5,0,2,2023,WA,SEATTLE,72.5,5,1.0
BLUE EYE SOFT CORP,10,1,3,2023,SC,GREER,72.5,11,0.909
LORAS COLLEGE,5,0,2,2022,IA,DUBUQUE,72.5,5,1.0
FOOTBRIDGE CONSULTING LLC,5,0,2,2022,MA,NORTH ANDOVER,72.5,5,1.0
CAPSTAN THERAPEUTICS INC,5,0,2,2023,CA,SAN DIEGO,72.5,5,1.0
CLOTHING TECH LLC,5,0,2,2022,TX,AUSTIN,72.5,5,1.0
RESEARCH PRODUCTS CORPORATION DBA APRILAIRE,5,0,2,2023,WI,MADISON,72.5,5,1.0
RESCAN INC,5,0,2,2021,CA,REDWOOD CITY,72.5,5,1.0
RES AMERICA CONSTRUCTION INC,7,1,4,2022,CO,BROOMFIELD,72.5,8,0.875
FIRST CHOICE PEDIATRICS INC,5,0,2,2021,FL,ORLANDO,72.5,5,1.0
BOARD OF EDUCATION OF ALLEGANY COUNTY,5,0,2,2023,MD,CUMBERLAND,72.5,5,1.0
BLUESTACK SYSTEMS INC,5,0,2,2021,CA,CAMPBELL,72.5,5,1.0
SQAD LLC,5,0,2,2021,NY,TARRYTOWN,72.5,5,1.0
THE LAMAR JOHNSON COLLABORATIVE LL,10,1,3,2022,IL,CHICAGO,72.5,11,0.909
CLEAR C2 INC,5,0,2,2022,TX,COPPELL,72.5,5,1.0
SOLARIS PAPER INC,5,0,2,2020,CA,ANAHEIM,72.5,5,1.0
KLOUDFUSE INC,5,0,2,2022,CA,CUPERTINO,72.5,5,1.0
KING S COLLEGE,7,1,4,2022,PA,WILKES BARRE,72.5,8,0.875
BLUETRITON BRANDS INC,5,0,2,2023,CT,STAMFORD,72.5,5,1.0
UPPER CONNECTICUT VALLEY HOSPITAL,5,0,2,2023,NH,COLEBROOK,72.5,5,1.0
RENAISSANCE ACADEMY,5,0,2,2022,UT,LEHI,72.5,5,1.0
FLEX N GATE ADVANCED PRODUCT DEVELOPMENT LLC,5,0,2,2023,MI,WARREN,72.5,5,1.0
KINSHIP PARTNERS INC,5,0,2,2022,NY,BROOKLYN,72.5,5,1.0
CAO GROUP INC,5,0,2,2022,UT,WEST JORDAN,72.5,5,1.0
UPSIDE FOODS INC,5,0,2,2023,CA,BERKELEY,72.5,5,1.0
FLAZE LLC,5,0,2,2023,CA,FREMONT,72.5,5,1.0
FLORIDA HOSPITAL MEDICAL GROUP INC,5,0,2,2022,FL,ALTAMONTE SPRINGS,72.5,5,1.0
ZURU LLC,5,0,2,2023,CA,EL SEGUNDO,72.5,5,1.0
THE GLOBE ACADEMY INC,5,0,2,2023,GA,ATLANTA,72.5,5,1.0
REFLEKTIVE INC,5,0,2,2020,CA,SAN FRANCISCO,72.5,5,1.0
MERCEDES BENZ FINANCIAL SERVICES U,13,0,1,2019,MI,FARMINGTON HILLS,72.5,13,1.0
CLICK SOFT TECHNOLOGIES LLC,5,0,2,2022,NJ,DAYTON,72.5,5,1.0
KLOUDIO INC,5,0,2,2021,CA,SAN JOSE,72.5,5,1.0
RED LION CONTROLS INC,7,1,4,2022,PA,YORK,72.5,8,0.875
3-GIS LLC,5,0,2,2023,AL,DECATUR,72.5,5,1.0
REPUBLIC OPERATIONS LLC,5,0,2,2023,NY,NEW YORK,72.5,5,1.0
BLUECART INC,5,0,2,2021,CA,SUNNYVALE,72.5,5,1.0
BLUEHOST INC,5,0,2,2020,UT,PROVO,72.5,5,1.0
FIRST CLOUD INC,5,0,2,2023,TX,IRVING,72.5,5,1.0
MEDPOINT MANAGEMENT,5,0,2,2021,CA,WOODLAND HILLS,72.5,5,1.0
SOHAM INC,5,0,2,2022,WA,BELLEVUE,72.5,5,1.0
24M TECHNOLOGIES INC,5,0,2,2023,MA,CAMBRIDGE,72.5,5,1.0
REDSEAL INC,10,1,3,2022,CA,SAN JOSE,72.5,11,0.909
THE LAW OFFICE OF MIKE ZHANG PLLC,5,0,2,2021,TX,RICHARDSON,72.5,5,1.0
SIRI INFOTEC LLC,5,0,2,2023,TX,FRISCO,72.5,5,1.0
SIMSPACE CORPORATION,5,0,2,2022,MA,BOSTON,72.5,5,1.0
RAVE WIRELESS INC DBA RAVE MOBILE,5,0,2,2021,MA,FRAMINGHAM,72.5,5,1.0
VIRTUAL SYSTEMS SOLUTIONS INC DBA SOFTURA,15,1,2,2023,MI,FARMINGTON HILLS,72.5,16,0.938
ABRACON LLC,5,0,2,2022,CA,LAGUNA HILLS,72.5,5,1.0
KATY FAMILY DENTISTRY PLLC,5,0,2,2021,TX,KATY,72.5,5,1.0
SIMMONS FEED INGREDIENTS INC,5,0,2,2021,AR,SILOAM SPRINGS,72.5,5,1.0
LIVERMORE SOFTWARE TECHNOLOGY LLC,10,1,3,2023,CA,LIVERMORE,72.5,11,0.909
KAUFMAN ROSSIN & CO A PRO ASSOC,5,0,2,2022,FL,MIAMI,72.5,5,1.0
RAD DATA COMMUNICATIONS INC,5,0,2,2021,NJ,MAHWAH,72.5,5,1.0
CAREPOINT PC,10,1,3,2023,CO,ENGLEWOOD,72.5,11,0.909
REVEFI INC,5,0,2,2023,WA,SAMMAMISH,72.5,5,1.0
RADIAL SOUTH LP DBA RADIAL,5,0,2,2021,PA,KING OF PRUSSIA,72.5,5,1.0
THE MOSES H CONE MEMORIAL HOSPITAL OPERATING CORP INC D/B/A CONE HEALTH,5,0,2,2023,NC,GREENSBORO,72.5,5,1.0
REVCULT LLC,5,0,2,2020,CA,SAN DIEGO,72.5,5,1.0
THE CHEESECAKE FACTORY INC,5,0,2,2022,CA,CALABASAS,72.5,5,1.0
US DATA MGMT LLC DBA USDM LIFE SCI,5,0,2,2022,CA,SANTA BARBARA,72.5,5,1.0
FSAC FERTILITY INC DBA FERTILITY &,5,0,2,2021,CA,THOUSAND OAKS,72.5,5,1.0
FRONTLINE TECHNOLOGIES GROUP LLC,5,0,2,2020,PA,MALVERN,72.5,5,1.0
ABOVE LENDING INC,5,0,2,2023,TX,HOUSTON,72.5,5,1.0
BLOOMFIELD CONSTRUCTION CONSULTING,5,0,2,2021,NJ,HACKENSACK,72.5,5,1.0
BLOCKEDGE TECHNOLOGIES INC,5,0,2,2023,NJ,EAST BRUNSWICK,72.5,5,1.0
FANATICS RETAIL GROUP FULFILLMENT,13,0,1,2019,FL,JACKSONVILLE,72.5,13,1.0
SIMCORP USA INC,5,0,2,2022,NY,NEW YORK,72.5,5,1.0
THE PLACE OF REFUGE,5,0,2,2021,PA,PHILADELPHIA,72.5,5,1.0
US PRIDE FURNITURE CORP,5,0,2,2022,CA,CITY INDUSTRY,72.5,5,1.0
FACTOR SYSTEMS INC DBA BILLTRUST,5,0,2,2021,NJ,LAWRENCE TOWNSHIP,72.5,5,1.0
CLYDE INDUSTRIES INC,5,0,2,2021,GA,ATLANTA,72.5,5,1.0
KASOWITZ BENSON TORRES LLP,5,0,2,2021,NY,NEW YORK,72.5,5,1.0
CALIFORNIA STATE UNIVERSITY SAN MA,5,0,2,2022,CA,SAN MARCOS,72.5,5,1.0
ACCESS DENTAL MANAGEMENT LLC DBA A,5,0,2,2022,TX,IRVING,72.5,5,1.0
CLOUDZENIX LLC,5,0,2,2023,TX,IRVING,72.5,5,1.0
CLOUDSERVE SOLUTIONS LLC,5,0,2,2023,TX,IRVING,72.5,5,1.0
CITRIN COOPERMAN ADVISORS LLC,5,0,2,2023,NY,NEW YORK,72.5,5,1.0
LOUISIANA PACIFIC CORPORATION,5,0,2,2022,TN,NASHVILLE,72.5,5,1.0
THE BURGESS GROUP LLC,5,0,2,2020,VA,ALEXANDRIA,72.5,5,1.0
LIVEREACH MEDIA INC,5,0,2,2021,CA,SUNNYVALE,72.5,5,1.0
BLOCKCHAINS MANAGEMENT INC,5,0,2,2021,NV,SPARKS,72.5,5,1.0
ACADEMY LTD DBA ACADEMY SPORTS & OUTDOORS,13,0,1,2023,TX,KATY,72.5,13,1.0
REVIONICS INC,5,0,2,2020,CA,ROSEVILLE,72.5,5,1.0
KAWA CAPITAL MANAGEMENT INC,5,0,2,2022,FL,AVENTURA,72.5,5,1.0
UNIVERSITY OF TULSA,15,1,2,2023,OK,TULSA,72.5,16,0.938
ABJAYON INC,5,0,2,2023,CA,FREMONT,72.5,5,1.0
CAREERBUILDER EMPLOYMENT SCREENING,5,0,2,2020,IL,CHICAGO,72.5,5,1.0
A&J CONSULTING ENGINEERING SVCS PC,5,0,2,2021,NJ,CLIFTON,72.5,5,1.0
SIMPSON STRONG TIE COMPANY INC,5,0,2,2021,CA,PLEASANTON,72.5,5,1.0
CAMBIUM NETWORKS LIMITED,5,0,2,2021,IL,ROLLING MEADOWS,72.5,5,1.0
SOFTWARE GLOBAL LTD,27,7,4,2023,TX,AUSTIN,72.5,34,0.794
A EPSTEIN AND SONS INTL INC,5,0,2,2020,IL,CHICAGO,72.5,5,1.0
MERCY HLTH NW AR COMMUNITIES,5,0,2,2022,AR,ROGERS,72.5,5,1.0
RAPID SILICON US INC,5,0,2,2023,CA,LOS GATOS,72.5,5,1.0
FORTUNE BRANDS WATER INNOVATIONS LLC,5,0,2,2023,OH,NORTH OLMSTED,72.5,5,1.0
A CHEMTEK INC,5,0,2,2022,MA,WORCESTER,72.5,5,1.0
CJ LOGISTICS AMERICA LLC,5,0,2,2023,IL,DES PLAINES,72.5,5,1.0
FORTIVE CORPORATION,5,0,2,2022,WA,EVERETT,72.5,5,1.0
CAMBLY INC,7,1,4,2022,CA,SAN FRANCISCO,72.5,8,0.875
A CARING DOCTOR MINNESOTA P A DBA BANFIELD PET HOSPITAL,5,0,2,2023,WA,VANCOUVER,72.5,5,1.0
FORTITUDE GROUP SERVICES INC,5,0,2,2022,NY,BRENTWOOD,72.5,5,1.0
RATIO ARCHITECTS INC,5,0,2,2020,IN,INDIANAPOLIS,72.5,5,1.0
BLUE CROSS AND BLUE SHIELD OF MN,10,1,3,2021,MN,EAGAN,72.5,11,0.909
FOUNDRY DIGITAL LLC,5,0,2,2022,NY,PITTSFORD,72.5,5,1.0
ZHAO BUSINESS SOLUTION INC,10,1,3,2023,GA,ATLANTA,72.5,11,0.909
SOLUTIONSATI CONSULTING INC,5,0,2,2022,CA,SAN JOSE,72.5,5,1.0
ZHONG WANG CONSTRUCTION SVCS INC,5,0,2,2020,NY,FLUSHING,72.5,5,1.0
MERRIMACK VALLEY DENTAL CARE PC,5,0,2,2022,MA,DRACUT,72.5,5,1.0
CLOUDGENIX INC,15,1,2,2020,CA,SAN JOSE,72.5,16,0.938
KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES,5,0,2,2023,CA,CLAREMONT,72.5,5,1.0
FREIGHTLINER CUSTOM CHASSIS CORPORATION,5,0,2,2023,SC,GAFFNEY,72.5,5,1.0
FREEPORT MCMORAN CHINO MINES CO,5,0,2,2020,AZ,PHOENIX,72.5,5,1.0
CITY OF SAN ANTONIO ACTING BY AND THROUGH CITY PUBLIC SERVICE BOARD CPS ENERGY,5,0,2,2023,TX,SAN ANTONIO,72.5,5,1.0
BLUE ACORN LLC DBA BLUE ACORN ICI,5,0,2,2022,SC,CHARLESTON,72.5,5,1.0
CAMBER PHARMACEUTICALS INC,7,1,4,2022,NJ,PISCATAWAY,72.5,8,0.875
FRANKLIN MEDICAL GROUP P C,5,0,2,2022,CT,HARTFORD,72.5,5,1.0
BLUE BRISS TECHNOLOGIES INC,5,0,2,2023,IL,NILES,72.5,5,1.0
CLOUD SOURCE SYSTEMS LLC,5,0,2,2023,GA,CUMMING,72.5,5,1.0
FOX REHABILITATION SERVICES PC,5,0,2,2020,NJ,CHERRY HILL,72.5,5,1.0
RAMBOLL US CONSULTING INC,5,0,2,2023,VA,ARLINGTON,72.5,5,1.0
KELLOGG SALES COMPANY,5,0,2,2023,MI,BATTLE CREEK,72.5,5,1.0
VOISIN CONSULTING INC,5,0,2,2022,MA,CAMBRIDGE,72.5,5,1.0
BHB CONSULTING ENGINEERS INC,5,0,2,2022,UT,SALT LAKE CITY,72.5,5,1.0
YCI METHANOL ONE LLC,5,0,2,2020,TX,HOUSTON,72.5,5,1.0
EFFULGENT INC,5,0,2,2023,CO,HIGHLAND RANCH,72.5,5,1.0
COMMUNITY MEMORIAL HEALTHCARE INC,5,0,2,2021,KS,MARYSVILLE,72.5,5,1.0
MA UNITED CORP DBA WIZSTREET,5,0,2,2021,NJ,MILLTOWN,72.5,5,1.0
PHYSICIAN GROUP OF UTAH INC,5,0,2,2021,TX,DALLAS,72.5,5,1.0
CHOICE LOGISTICS INC,5,0,2,2021,PA,WAYNE,72.5,5,1.0
PHYSIOTHERAPY ASSOCIATES INC,5,0,2,2023,PA,MECHANICSBURG,72.5,5,1.0
ALIN MACHINING COMPANY INC DBA,5,0,2,2020,IL,MELROSE PARK,72.5,5,1.0
EDYNAMIC LLC DBA ALTUDO LLC,5,0,2,2021,NY,NEW YORK,72.5,5,1.0
MODERNA US INC,5,0,2,2022,MA,CAMBRIDGE,72.5,5,1.0
MODULAR INC,5,0,2,2023,CA,PALO ALTO,72.5,5,1.0
ALIGNMENT HEALTHCARE USA LLC,10,1,3,2021,CA,ORANGE,72.5,11,0.909
STATE OF WASHINGTON DEPARTMENT OF ECOLOGY,5,0,2,2023,WA,LACEY,72.5,5,1.0
RSB SOLUTIONS LTD CO DBA RSB ENVIRONMENTAL,5,0,2,2023,TX,HOUSTON,72.5,5,1.0
BWAY CORPORATION,7,1,4,2023,IL,OAK BROOK,72.5,8,0.875
ALFRESCO SOFTWARE AMERICAS INC,5,0,2,2020,GA,ATLANTA,72.5,5,1.0
MOBOLUTIONS LLC,28,10,5,2023,TX,PLANO,72.5,38,0.737
MOBISOCIAL INC,5,0,2,2022,CA,CUPERTINO,72.5,5,1.0
TECHSUN SOFT INC,5,0,2,2023,TX,LEWISVILLE,72.5,5,1.0
JACKSONVILLE INDEPENDENT SCHOOL DI,10,1,3,2022,TX,JACKSONVILLE,72.5,11,0.909
AL ADVISORS MANAGEMENT INC,5,0,2,2022,CA,SAN FRANCISCO,72.5,5,1.0
MOGEAN INC,5,0,2,2021,GA,ATLANTA,72.5,5,1.0
PHASORSOFT GROUP LLC,5,0,2,2023,MS,FLOWOOD,72.5,5,1.0
RUMISOFT INC,5,0,2,2023,NJ,PISCATAWAY,72.5,5,1.0
PHI SERVICE COMPANY,5,0,2,2020,PA,KENNETT SQUARE,72.5,5,1.0
PHIAR TECHNOLOGIES INC,5,0,2,2021,CA,REDWOOD CITY,72.5,5,1.0
TOMO NETWORKS INC,5,0,2,2022,CT,NEW CANAAN,72.5,5,1.0
TOME BIOSCIENCES INC,5,0,2,2023,MA,CAMBRIDGE,72.5,5,1.0
ALLIANCE INFO TECH & COMPUTER SOFT,5,0,2,2021,CA,PLEASANTON,72.5,5,1.0
SHOGUN ENTERPRISES INC DBA HEARTH,5,0,2,2022,CA,SAN FRANCISCO,72.5,5,1.0
BOSTON INSTITUTE OF BIOTECHNOLOGY,5,0,2,2021,MA,SOUTHBOROUGH,72.5,5,1.0
EDI-MATRIX LLC,5,0,2,2023,OH,DUBLIN,72.5,5,1.0
ALLEGIANT AIR,5,0,2,2022,NV,LAS VEGAS,72.5,5,1.0
PHOENIX CARS LLC,5,0,2,2023,CA,ANAHEIM,72.5,5,1.0
PHOENIX CARS LLC DBA PHOENIX MOTOR,5,0,2,2021,CA,ONTARIO,72.5,5,1.0
EDIC OF BOSTON DBA BOSTON PLANNING,5,0,2,2021,MA,BOSTON,72.5,5,1.0
CHIYODA INTERNATIONAL CORPORATION,7,1,4,2022,TX,HOUSTON,72.5,8,0.875
COMMUNITYAMERICA CREDIT UNION,5,0,2,2023,KS,LENEXA,72.5,5,1.0
TMC SOFTWARE INC,7,1,4,2022,CA,HAYWARD,72.5,8,0.875
VOX FINANCIAL PARTNERS INC,5,0,2,2021,NY,NEW YORK,72.5,5,1.0
RS DRAGON TECHNOLOGIES LLC,5,0,2,2023,TX,DALLAS,72.5,5,1.0
ELECTRONIC INTERCONNECT CORP,5,0,2,2021,IL,ELK GROVE VILLAGE,72.5,5,1.0
BENISON TECH USA INC,5,0,2,2023,CA,NEWPORT BEACH,72.5,5,1.0
TEK AND COMPANY,5,0,2,2022,GA,ALPHARETTA,72.5,5,1.0
ELECTRON TRANSPORT INC,5,0,2,2022,CA,LOS ANGELES,72.5,5,1.0
GROGURU INC,5,0,2,2022,CA,LA JOLLA,72.5,5,1.0
ELECTRONIC DATA PROFESSIONALS INC,15,1,2,2020,PA,BENSALEM,72.5,16,0.938
XES INTERNATIONAL EDUCATION INC,5,0,2,2022,MA,CHARLESTOWN,72.5,5,1.0
TEN ADVERTISING LLC,7,1,4,2022,CA,LOS ANGELES,72.5,8,0.875
PIXELMEDIA LLC,5,0,2,2022,NH,PORTSMOUTH,72.5,5,1.0
BENEFITS HEALTH SYSTEM INC,13,0,1,2019,MT,GREAT FALLS,72.5,13,1.0
ALCOR TECHNICAL SOLUTIONS LLC,7,1,4,2022,MD,CATONSVILLE,72.5,8,0.875
PK ASSOCIATES LLC,5,0,2,2022,AZ,SCOTTSDALE,72.5,5,1.0
ALCOR SCIENTIFIC INC,5,0,2,2021,RI,SMITHFIELD,72.5,5,1.0
SPOK HOLDINGS INC,5,0,2,2021,VA,ALEXANDRIA,72.5,5,1.0
STARTREE INC F/K/A CORTEXDATA INC,5,0,2,2022,CA,MOUNTAIN VIEW,72.5,5,1.0
PLASMA BUSINESS INTELLIGENCE INC,5,0,2,2022,TX,DALLAS,72.5,5,1.0
COMMUNITY HEALTH PHARMACY LLC,5,0,2,2021,CT,NEW HAVEN,72.5,5,1.0
ELECTRIC MOTOR WERKS INC,5,0,2,2020,CA,SAN CARLOS,72.5,5,1.0
TEJAS TUBULAR PRODUCTS INC,7,1,4,2022,TX,HOUSTON,72.5,8,0.875
SOCIALCODE LLC,5,0,2,2020,DC,WASHINGTON,72.5,5,1.0
ALEGENT CREIGHTON HEALTH D/B/A CHI,5,0,2,2022,NE,OMAHA,72.5,5,1.0
SOCIAL NATION INC,5,0,2,2020,CA,MILLBRAE,72.5,5,1.0
TK1SC CORPORATION,5,0,2,2022,CA,IRVINE,72.5,5,1.0
VERTICAL RELEVANCE INC,5,0,2,2021,NJ,SHORT HILLS,72.5,5,1.0
TECO DIAGNOSTICS,5,0,2,2021,CA,ANAHEIM,72.5,5,1.0
COMMUNITY HOSPITAL OF THE MONTEREY,5,0,2,2020,CA,MONTEREY,72.5,5,1.0
EID NEVADA CRITICAL CARE PLLC UNITED CRITICAL CARE,5,0,2,2023,NV,LAS VEGAS,72.5,5,1.0
PINNACLEAIS ENGINEERING LLC,5,0,2,2022,TX,PASADENA,72.5,5,1.0
EIGEN X LLC,7,1,4,2023,PA,KING OF PRUSSIA,72.5,8,0.875
RPLANET EARTH LOS ANGELES LLC,5,0,2,2022,CA,LOS ANGELES,72.5,5,1.0
PIONEER TECHNOLOGIES INC,28,10,5,2023,TX,IRVING,72.5,38,0.737
RPA TECHNOLOGY INC,5,0,2,2022,GA,DULUTH,72.5,5,1.0
EINSTEIN COMMUNITY HEALTH ASSOCIAT,5,0,2,2020,PA,PHILADELPHIA,72.5,5,1.0
BENEVOLENT TECH INC DBA BENEVOLENT,5,0,2,2021,NY,BROOKLYN,72.5,5,1.0
JAG-ONE PHYSICAL THERAPY DBA,5,0,2,2023,NJ,BRIDGEWATER,72.5,5,1.0
COMMUNITY HLTH ASSN OF SPOKANE,5,0,2,2021,WA,SPOKANE,72.5,5,1.0
COMPANYON LLC,5,0,2,2021,MA,BOSTON,72.5,5,1.0
PHAROS SYSTEMS INTERNATIONAL INC,5,0,2,2021,NY,WEST HENRIETTA,72.5,5,1.0
PHARMICA CONSULTING LLC,7,1,4,2022,NJ,SPARTA,72.5,8,0.875
EASTERN FRESH NJ LLC,5,0,2,2021,NJ,BAYONNE,72.5,5,1.0
BELLARMINE UNIV,5,0,2,2022,KY,LOUISVILLE,72.5,5,1.0
BELMONT UNIVERSITY,10,1,3,2023,TN,NASHVILLE,72.5,11,0.909
MONUMENT HEALTH RAPID CITY HOSPITAL INC,5,0,2,2023,SD,RAPID CITY,72.5,5,1.0
PENNSYLVANIA CONFERENCE OF SEVENTH DAY ADVENTISTS,5,0,2,2023,PA,HAMBURG,72.5,5,1.0
PENSION RESERVES INVESTMENT MGT BO,5,0,2,2021,MA,BOSTON,72.5,5,1.0
SHIMIZU CORP,5,0,2,2022,GU,BARRIGADA,72.5,5,1.0
HART ENERGY PUBLISHING LLC,5,0,2,2020,TX,HOUSTON,72.5,5,1.0
ALTOS LABS INC,5,0,2,2023,CA,REDWOOD CITY,72.5,5,1.0
HARMONIC BIONICS INC,5,0,2,2021,TX,AUSTIN,72.5,5,1.0
ITOPIA INC,5,0,2,2021,NJ,JERSEY CITY,72.5,5,1.0
MONTCLAIR STATE UNIV,13,0,1,2020,NJ,MONTCLAIR,72.5,13,1.0
ALTIMETER CAPITAL MANAGEMENT LP,5,0,2,2021,MA,BOSTON,72.5,5,1.0
SOUTH CAROLINA STATE UNIVERSITY,7,1,4,2022,SC,ORANGEBURG,72.5,8,0.875
SOURCEPULSE LLC,5,0,2,2020,TX,AUSTIN,72.5,5,1.0
STEEL PERLOT MANAGEMENT LLC,5,0,2,2023,NY,NEW YORK,72.5,5,1.0
SNOWFLAKE COMPUTING INC,58,6,1,2019,CA,SAN MATEO,72.5,64,0.906
HARVARD MED FACULTY PHYSICIANS AT,15,1,2,2021,MA,WOBURN,72.5,16,0.938
HARVEST REALTY DEVELOPMENT INC,5,0,2,2022,CA,ARCADIA,72.5,5,1.0
EAST WEST INDUSTRIAL ENGRG CO INC,5,0,2,2021,MI,ANN ARBOR,72.5,5,1.0
TECHNIKONS SOLUTIONS INC,5,0,2,2021,TX,PLANO,72.5,5,1.0
PEERLESS MANUFACTURING CO,5,0,2,2023,TX,DALLAS,72.5,5,1.0
TOYOTA TSUSHO SYSTEMS US INC,5,0,2,2023,TX,PLANO,72.5,5,1.0
BOSTON SOFTWARE CORP,5,0,2,2021,MA,NEEDHAM HEIGHTS,72.5,5,1.0
PELLA REGIONAL HEALTH CENTER,5,0,2,2022,IA,PELLA,72.5,5,1.0
HAWORTH MARKETING & MEDIA COMPANY,5,0,2,2023,MN,MINNEAPOLIS,72.5,5,1.0
BURNS & MCDONNELL WESTERN ENTERPRISES INC,13,0,1,2023,CA,BREA,72.5,13,1.0
E HAIR IMPORT INC,7,1,4,2023,GA,NORCROSS,72.5,8,0.875
AM TECHNICAL SOLUTIONS INC,5,0,2,2022,TX,AUSTIN,72.5,5,1.0
SNC LAVALIN ENGINEERS & CONSTRUCTO,5,0,2,2021,TX,HOUSTON,72.5,5,1.0
SHIBRAM BANERJEE INC DBA PACIFIC DATA INTEGRATORS,5,0,2,2023,CA,ROCKLIN,72.5,5,1.0
PENDO IO INC,7,1,4,2023,NC,RALEIGH,72.5,8,0.875
ITEK SOFTWARE LLC,58,26,5,2023,VA,HENRICO,72.5,84,0.69
TOWNSEND STREET LABS INC DBA SPOKE,5,0,2,2021,CA,SAN FRANCISCO,72.5,5,1.0
COMPREHENSIVE LOGISTICS CO LLC DBA,5,0,2,2021,OH,VIENNA,72.5,5,1.0
BELL FLAVORS AND FRAGRANCES INC,5,0,2,2021,IL,NORTHBROOK,72.5,5,1.0
VATIC LABS OPERATIONS LLC DBA VATIC INVESTMENTS,5,0,2,2023,NY,NEW YORK,72.5,5,1.0
